23:28:04 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
23:28:48 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:28:49 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
23:30:42 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:30:43 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:31:27 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:31:28 03-11-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:31:33 03-11-2017	 INFO		 Gui.MainGuiController 	User logout.
23:31:39 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:31:39 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
23:40:12 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:40:12 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
23:41:53 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:41:54 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
23:47:15 03-11-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:47:16 03-11-2017	 INFO		 Gui.LoginController 	luis logged in successfully.
11:09:29 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:09:30 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:10:14 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:10:15 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:11:25 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:11:26 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:11:51 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:11:52 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:13:32 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:13:33 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:15:47 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:15:48 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:21:36 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:21:37 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:22:01 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:22:02 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:26:03 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:26:03 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:28:57 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:28:57 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
11:58:24 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
11:58:25 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:09:38 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:09:39 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:47:04 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:47:04 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:47:59 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:48:22 03-12-2017	 INFO		 Gui.MainGuiController 	User logout.
12:48:22 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
12:48:39 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
12:49:03 03-12-2017	 INFO		 Gui.MainGuiController 	User logout.
12:49:03 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
13:12:01 03-12-2017	 ERROR		 Gui.LoginModel 	Line LoginModel.java FILE LoginModel.java null.
13:37:44 03-12-2017	 ERROR		 Gui.LoginModel 	Line LoginModel.java FILE LoginModel.java null.
13:38:18 03-12-2017	 ERROR		 Gui.LoginModel 	Line LoginModel.java FILE LoginModel.java null.
14:01:59 03-12-2017	 ERROR		 Gui.LoginModel 	Line LoginModel.java FILE LoginModel.java null.
14:02:23 03-12-2017	 ERROR		 Gui.LoginModel 	Line LoginModel.java FILE LoginModel.java null.
14:04:45 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:04:58 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
14:06:37 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:06:58 03-12-2017	 INFO		 Gui.MainGuiController 	User logout.
14:06:58 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
14:07:01 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:10:28 03-12-2017	 INFO		 Gui.LoginController 	kelly logged in successfully.
14:12:46 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:13:05 03-12-2017	 INFO		 Gui.MainGuiController 	User logout.
14:13:05 03-12-2017	 INFO		 Gui.LoginController 	kelly logged in successfully.
14:13:09 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:13:22 03-12-2017	 INFO		 Gui.MainGuiController 	User logout.
14:13:22 03-12-2017	 INFO		 Gui.LoginController 	kelly logged in successfully.
14:13:26 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:13:31 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
14:13:38 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:13:42 03-12-2017	 INFO		 Gui.MainGuiController 	User logout.
14:13:42 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
14:13:50 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:17:51 03-12-2017	 INFO		 Gui.LoginController 	kelly logged in successfully.
14:18:05 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:18:17 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
14:18:24 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:26:12 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:26:23 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:26:23 03-12-2017	 INFO		 Gui.MainGuiController 	Enty ID: 1 successfully updated.
14:26:32 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
14:26:34 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
14:27:04 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:27:26 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
14:27:34 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:27:52 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:27:52 03-12-2017	 INFO		 Gui.MainGuiController 	Enty ID: 2 successfully updated.
14:28:12 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:28:12 03-12-2017	 INFO		 Gui.MainGuiController 	Enty ID: 1 successfully updated.
14:28:38 03-12-2017	 INFO		 Gui.LoginController 	tester logged in successfully.
14:28:51 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:29:50 03-12-2017	 INFO		 Gui.LoginController 	tester logged in successfully.
14:30:11 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:30:24 03-12-2017	 INFO		 Gui.LoginController 	tester logged in successfully.
14:30:35 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:30:56 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
14:49:48 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:49:55 03-12-2017	 INFO		 Gui.LoginController 	tester logged in successfully.
14:50:13 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:50:21 03-12-2017	 INFO		 Gui.LoginController 	tester logged in successfully.
14:50:31 03-12-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
14:50:52 03-12-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:39:53 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:40:23 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:40:59 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:41:21 03-13-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:03:58 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:04:04 03-13-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesEdward Elric 03/11/2017 #	            Product:	Price:
1	       Peanut Butter	2.66
13	           Soda Cans	16.25
.
22:05:33 03-13-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:06:32 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:06:52 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:07:47 03-13-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesNew User 03/13/2017 #	            Product:	Price:
1	      Peanut Butter2	7.0
.
22:09:08 03-13-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:09:32 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:09:55 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:10:05 03-13-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesNew Record 03/13/2017 #	            Product:	Price:
1	      Peanut Butter2	7.0
.
22:10:54 03-13-2017	 INFO		 Gui.MainGuiController 	User logout.
22:11:06 03-13-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:11:27 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:13:04 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:13:16 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:13:32 03-13-2017	 INFO		 Gui.MainGuiController 	User logout.
22:13:32 03-13-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:13:45 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:35:56 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:36:06 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:36:06 03-13-2017	 INFO		 Gui.MainGuiController 	Enty ID: 2 successfully updated.
22:36:15 03-13-2017	 INFO		 Gui.LoginController 	tester logged in successfully.
22:37:02 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:37:12 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:37:12 03-13-2017	 INFO		 Gui.MainGuiController 	Enty ID: 1 successfully updated.
22:37:26 03-13-2017	 INFO		 Gui.LoginController 	tester logged in successfully.
22:37:44 03-13-2017	 INFO		 Gui.MainGuiController 	User logout.
22:37:47 03-13-2017	 INFO		 Gui.LoginController 	tester logged in successfully.
22:38:17 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:39:31 03-13-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:39:40 03-13-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
21:20:33 03-14-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:28:04 03-14-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:15:14 03-14-2017	 INFO		 Gui.LoginController 	tester logged in successfully.
22:15:55 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectStreamClass.java FILE ObjectStreamClass.java Database.UserInfoObject; local class incompatible: stream classdesc serialVersionUID = -1897171882125668991, local class serialVersionUID = 3329700584003775604 Error reading runtime properties.
22:15:55 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run1340049712/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:15:58 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectStreamClass.java FILE ObjectStreamClass.java Database.UserInfoObject; local class incompatible: stream classdesc serialVersionUID = -1897171882125668991, local class serialVersionUID = 3329700584003775604 Error reading runtime properties.
22:15:58 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run1340049712/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:16:08 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectStreamClass.java FILE ObjectStreamClass.java Database.UserInfoObject; local class incompatible: stream classdesc serialVersionUID = -1897171882125668991, local class serialVersionUID = 3329700584003775604 Error reading runtime properties.
22:16:08 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run176928464/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:16:08 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectStreamClass.java FILE ObjectStreamClass.java Database.UserInfoObject; local class incompatible: stream classdesc serialVersionUID = -1897171882125668991, local class serialVersionUID = 3329700584003775604 Error reading runtime properties.
22:16:08 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run176928464/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:17:10 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectStreamClass.java FILE ObjectStreamClass.java Database.UserInfoObject; local class incompatible: stream classdesc serialVersionUID = -1897171882125668991, local class serialVersionUID = 3329700584003775604 Error reading runtime properties.
22:18:03 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run445090834/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:18:06 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectStreamClass.java FILE ObjectStreamClass.java Database.UserInfoObject; local class incompatible: stream classdesc serialVersionUID = -1897171882125668991, local class serialVersionUID = 3329700584003775604 Error reading runtime properties.
22:18:06 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run445090834/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:18:33 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectStreamClass.java FILE ObjectStreamClass.java Database.UserInfoObject; local class incompatible: stream classdesc serialVersionUID = -1897171882125668991, local class serialVersionUID = 3329700584003775604 Error reading runtime properties.
22:18:33 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run280267005/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:18:35 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectStreamClass.java FILE ObjectStreamClass.java Database.UserInfoObject; local class incompatible: stream classdesc serialVersionUID = -1897171882125668991, local class serialVersionUID = 3329700584003775604 Error reading runtime properties.
22:18:35 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run280267005/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:19:57 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:20:37 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:20:38 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:20:38 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run2100748208/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:20:40 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:20:41 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:20:41 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run2100748208/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:21:00 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:21:00 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:21:00 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run1993911187/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:21:00 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:21:00 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:21:00 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run1993911187/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:21:50 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:21:50 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:21:50 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run689878061/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:21:51 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:21:51 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:21:51 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run689878061/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:22:08 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:22:08 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:22:08 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run630080810/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:22:08 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:22:09 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:22:09 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run630080810/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:22:47 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:22:47 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:22:47 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run2001474523/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:22:47 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:22:47 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:22:47 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run2001474523/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:26:12 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:26:17 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:26:17 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run1983811348/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:26:22 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:26:24 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:26:24 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run1983811348/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:26:44 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:26:44 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:26:44 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run20679129/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:26:44 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:26:44 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:26:44 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run20679129/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:27:42 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:28:11 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:28:27 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run110787034/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:28:32 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:28:36 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectInputStream.java FILE ObjectInputStream.java writing aborted; java.io.NotSerializableException: javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
22:28:36 03-14-2017	 ERROR		 Gui.LoginController$1 	Line FXMLLoader.java FILE FXMLLoader.java 
file:/C:/Users/wilra/Dropbox/Sales%20&%20Inventory%20-%20Copy/dist/run110787034/Sales&Inventory.jar!/Gui/MainGui.fxml
.
22:29:22 03-14-2017	 FATAL_ERROR		 Utilities.RuntimeInfo 	Line ObjectOutputStream.java FILE ObjectOutputStream.java javafx.beans.property.SimpleBooleanProperty Error reading runtime properties.
