21:51:07 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:51:24 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
21:51:30 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:51:30 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:51:30 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:51:38 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
21:51:44 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:51:44 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:51:44 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:52:57 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
21:54:07 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:54:07 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:54:07 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:54:50 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
21:54:56 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:54:56 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
21:54:56 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:00:42 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:01:01 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:01:02 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:01:16 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:01:16 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:02:03 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:02:10 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:02:10 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:03:48 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:03:55 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:03:55 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:07:48 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:08:05 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:08:06 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:08:14 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:08:14 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:08:21 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:14:37 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:14:37 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:14:47 03-07-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdf 16/01/2017    #	       Producto:		Precio:
   1	 Camisas V Large		25.0
.
22:15:31 03-07-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdfadf 16/01/2017    #	       Producto:		Precio:
   0	          Lentes		60.0
.
22:21:59 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:21:59 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:22:10 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:22:10 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:22:10 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:24:50 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:24:50 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:24:50 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:27:30 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:27:31 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:27:52 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:27:53 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:29:30 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:29:31 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:29:37 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:29:37 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:29:37 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:33:47 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:33:48 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:34:00 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:34:00 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:34:00 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:34:36 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:34:36 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:34:36 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:34:55 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:43:19 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:43:19 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:43:33 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:43:33 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:43:33 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:44:22 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:44:23 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:44:37 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:44:37 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:44:37 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:44:58 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:44:58 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:49:12 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
22:49:28 03-07-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesGermai Grisales 23/01/2017 #	           Producto:	Precio:
2	    Camisas V Medium	50.0
1	              Lentes	60.0
4	     Camisas V Large	100.0
5	    Camisas V Medium	125.0
.
22:52:05 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:52:06 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
22:52:13 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
22:52:13 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
22:52:13 03-07-2017	 ERROR		 Gui.MainGuiController 	Error processing transaction..
23:03:35 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:03:36 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:03:42 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
23:03:42 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:06:39 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:06:40 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:13:20 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:13:21 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:13:27 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
23:13:27 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:13:27 03-07-2017	 ERROR		 Database.TransactionInfoLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "TRANSACTION": syntax error).
23:14:13 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
23:14:13 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:14:13 03-07-2017	 ERROR		 Database.TransactionInfoLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "TRANSACTION": syntax error).
23:14:44 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:14:45 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:14:53 03-07-2017	 ERROR		 Database.InventoryLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: inventario).
23:14:53 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:20:24 03-07-2017	 ERROR		 Database.TransactionInfoLoader 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (near "TRANSACTION": syntax error).
23:20:43 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:20:44 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:20:50 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:21:59 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:22:00 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:22:06 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:23:06 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:23:06 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:23:12 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:23:44 03-07-2017	 ERROR		 Database.TransactionInfoLoader 	Line CorePreparedStatement.java FILE CorePreparedStatement.java 0.
23:26:11 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:26:11 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:26:16 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:26:53 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:26:54 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:26:59 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:27:31 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:27:32 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:27:36 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:28:40 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:28:41 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:28:47 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:30:08 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:30:09 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:30:14 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:32:40 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:32:41 03-07-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:32:57 03-07-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
21:28:17 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:28:22 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:31:07 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:31:12 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:31:22 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:31:24 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:40:47 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:41:16 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:41:22 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user .
21:41:30 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:41:43 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:48:01 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:48:40 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:51:56 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:52:21 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:52:39 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:52:41 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:52:42 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:52:42 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:54:43 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
21:57:17 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
22:00:40 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
22:01:21 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java Query returns results Could not verify user admin.
22:06:22 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
22:08:44 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
22:09:17 03-09-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: administrador).
22:09:48 03-09-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such table: admin_info).
22:27:34 03-09-2017	 ERROR		 Database.UserInfo 	Line CorePreparedStatement.java FILE CorePreparedStatement.java 0 Could not verify user admin.
22:27:36 03-09-2017	 ERROR		 Database.UserInfo 	Line CorePreparedStatement.java FILE CorePreparedStatement.java 0 Could not verify user admin.
22:27:37 03-09-2017	 ERROR		 Database.UserInfo 	Line CorePreparedStatement.java FILE CorePreparedStatement.java 0 Could not verify user admin.
22:31:45 03-09-2017	 ERROR		 Database.UserInfo 	Line CorePreparedStatement.java FILE CorePreparedStatement.java 0 Could not verify user admin.
22:40:02 03-09-2017	 ERROR		 Database.UserInfo 	Line CorePreparedStatement.java FILE CorePreparedStatement.java 0 Could not verify user admin.
22:47:03 03-09-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: admin) Could not verify user admin.
22:50:43 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:17:37 03-09-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:17:37 03-09-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:24:40 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:24:41 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:24:42 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:24:42 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:24:42 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:25:20 03-09-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: admin) Could not verify user admin.
23:25:21 03-09-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: admin) Could not verify user admin.
23:25:21 03-09-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: admin) Could not verify user admin.
23:25:22 03-09-2017	 ERROR		 Database.UserInfo 	Line DB.java FILE DB.java [SQLITE_ERROR] SQL error or missing database (no such column: admin) Could not verify user admin.
23:26:04 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:26:07 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:26:13 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:26:36 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:26:41 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:26:43 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:26:44 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:28:01 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:28:06 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user admin.
23:28:09 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user luis.
23:28:10 03-09-2017	 ERROR		 Database.UserInfo 	Line JDBC3PreparedStatement.java FILE JDBC3PreparedStatement.java not implemented by SQLite JDBC driver Could not verify user luis.
23:29:03 03-09-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:29:04 03-09-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:31:35 03-09-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:31:36 03-09-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:33:42 03-09-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:33:43 03-09-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:35:11 03-09-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:35:12 03-09-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
23:36:45 03-09-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
23:36:45 03-09-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
18:51:36 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
18:51:36 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
18:53:15 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
18:53:16 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
19:02:46 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
19:02:47 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
19:03:01 03-10-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdfdfa 16/01/2017    #	       Producto:		Precio:
   0	          Lentes		60.0
.
19:04:39 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
19:04:39 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
19:05:11 03-10-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesfuck a bitch 16/01/2017    #	           Producto:		Precio:
1	    Camisas V Medium		25.0
1	     Camisas V Large		25.0
1	     Camisas V Small		25.0
1	Pantalones Cortos Levis		35.0
1	    Pantalones Levis		40.0
.
19:19:05 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
19:19:06 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
19:20:19 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
19:20:20 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
19:20:26 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:20:27 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:20:29 03-10-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdfadfadfa 16/01/2017 #	           Producto:	Precio:
1	    Camisas V Medium	25.0
1	     Camisas V Large	25.0
0	Pantalones Levis Khakis	45.0
1	    Bracier C Rosado	15.0
.
19:20:37 03-10-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesWilmer 16/01/2017 #	           Producto:	Precio:
0	              Lentes	60.0
.
19:20:43 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:20:49 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:20:50 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:20:51 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:20:52 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:20:55 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:20:57 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:21:01 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:21:01 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:28:19 03-10-2017	 INFO		 Gui.MainGuiController 	Inventory retrieved from database successfully.
19:28:19 03-10-2017	 INFO		 Gui.LoginController 	admin logged in successfully.
19:28:28 03-10-2017	 INFO		 Gui.MainGuiController 	admin deleted entry from salesdfadfadf 16/01/2017 #	           Producto:	Precio:
1	    Camisas V Medium	25.0
1	    Pantalones Levis	40.0
13	    Pantalones Levis	40.0
.
19:28:39 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:28:40 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:28:41 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:28:43 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:28:45 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:28:47 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:28:48 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
19:28:48 03-10-2017	 ERROR		 Gui.MainGuiController 	Line MainGuiController.java FILE MainGuiController.java Invalid user.
